1.135,1.1388,1.1337,1.1239
1.1388,1.1337,1.1239,1.1129
1.1337,1.1239,1.1129,1.1038
1.1239,1.1129,1.1038,1.0985
1.1129,1.1038,1.0985,1.0982
1.1038,1.0985,1.0982,1.1029
1.0985,1.0982,1.1029,1.1116
1.0982,1.1029,1.1116,1.1224
1.1029,1.1116,1.1224,1.1324
1.1116,1.1224,1.1324,1.1379
1.1224,1.1324,1.1379,1.1343
1.1324,1.1379,1.1343,1.1171
1.1379,1.1343,1.1171,1.085
1.1343,1.1171,1.085,1.0413
1.1171,1.085,1.0413,0.992
1.085,1.0413,0.992,0.9427
1.0413,0.992,0.9427,0.8972
0.992,0.9427,0.8972,0.8578
0.9427,0.8972,0.8578,0.8253
0.8972,0.8578,0.8253,0.7996
0.8578,0.8253,0.7996,0.7796
0.8253,0.7996,0.7796,0.7634
0.7996,0.7796,0.7634,0.7489
0.7796,0.7634,0.7489,0.7342
0.7634,0.7489,0.7342,0.7181
0.7489,0.7342,0.7181,0.7001
0.7342,0.7181,0.7001,0.6808
0.7181,0.7001,0.6808,0.6618
0.7001,0.6808,0.6618,0.6457
0.6808,0.6618,0.6457,0.6366
0.6618,0.6457,0.6366,0.6395
0.6457,0.6366,0.6395,0.6589
0.6366,0.6395,0.6589,0.6962
0.6395,0.6589,0.6962,0.7479
0.6589,0.6962,0.7479,0.8072
0.6962,0.7479,0.8072,0.8676
0.7479,0.8072,0.8676,0.9248
0.8072,0.8676,0.9248,0.9768
0.8676,0.9248,0.9768,1.0231
0.9248,0.9768,1.0231,1.0639
0.9768,1.0231,1.0639,1.0994
1.0231,1.0639,1.0994,1.1299
1.0639,1.0994,1.1299,1.1555
1.0994,1.1299,1.1555,1.1761
1.1299,1.1555,1.1761,1.1918
1.1555,1.1761,1.1918,1.2029
1.1761,1.1918,1.2029,1.2101
1.1918,1.2029,1.2101,1.215
1.2029,1.2101,1.215,1.22
1.2101,1.215,1.22,1.2278
1.215,1.22,1.2278,1.2406
1.22,1.2278,1.2406,1.2584
1.2278,1.2406,1.2584,1.277
1.2406,1.2584,1.277,1.289
1.2584,1.277,1.289,1.287
1.277,1.289,1.287,1.2674
1.289,1.287,1.2674,1.2313
1.287,1.2674,1.2313,1.1826
1.2674,1.2313,1.1826,1.1258
1.2313,1.1826,1.1258,1.0647
1.1826,1.1258,1.0647,1.0023
1.1258,1.0647,1.0023,0.9409
1.0647,1.0023,0.9409,0.882
1.0023,0.9409,0.882,0.8266
0.9409,0.882,0.8266,0.7752
0.882,0.8266,0.7752,0.728
0.8266,0.7752,0.728,0.6846
0.7752,0.728,0.6846,0.6441
0.728,0.6846,0.6441,0.6054
0.6846,0.6441,0.6054,0.5678
0.6441,0.6054,0.5678,0.5314
0.6054,0.5678,0.5314,0.4971
0.5678,0.5314,0.4971,0.4665
0.5314,0.4971,0.4665,0.4415
0.4971,0.4665,0.4415,0.4247
0.4665,0.4415,0.4247,0.4195
0.4415,0.4247,0.4195,0.4303
0.4247,0.4195,0.4303,0.4614
0.4195,0.4303,0.4614,0.5143
0.4303,0.4614,0.5143,0.5848
0.4614,0.5143,0.5848,0.6636
0.5143,0.5848,0.6636,0.7411
0.5848,0.6636,0.7411,0.8108
0.6636,0.7411,0.8108,0.8695
0.7411,0.8108,0.8695,0.9164
0.8108,0.8695,0.9164,0.952
0.8695,0.9164,0.952,0.9771
0.9164,0.952,0.9771,0.9926
0.952,0.9771,0.9926,0.9994
0.9771,0.9926,0.9994,0.9988
0.9926,0.9994,0.9988,0.9922
0.9994,0.9988,0.9922,0.9813
0.9988,0.9922,0.9813,0.9681
0.9922,0.9813,0.9681,0.9552
0.9813,0.9681,0.9552,0.9457
0.9681,0.9552,0.9457,0.9434
0.9552,0.9457,0.9434,0.9518
0.9457,0.9434,0.9518,0.973
0.9434,0.9518,0.973,1.0063
0.9518,0.973,1.0063,1.0468
0.973,1.0063,1.0468,1.0865
1.0063,1.0468,1.0865,1.1173
1.0468,1.0865,1.1173,1.1349
1.0865,1.1173,1.1349,1.1396
1.1173,1.1349,1.1396,1.1346
1.1349,1.1396,1.1346,1.1241
1.1396,1.1346,1.1241,1.1119
1.1346,1.1241,1.1119,1.1012
1.1241,1.1119,1.1012,1.0942
1.1119,1.1012,1.0942,1.0921
1.1012,1.0942,1.0921,1.0953
1.0942,1.0921,1.0953,1.1028
1.0921,1.0953,1.1028,1.1128
1.0953,1.1028,1.1128,1.1226
1.1028,1.1128,1.1226,1.1286
1.1128,1.1226,1.1286,1.1263
1.1226,1.1286,1.1263,1.1111
1.1286,1.1263,1.1111,1.0811
1.1263,1.1111,1.0811,1.039
1.1111,1.0811,1.039,0.9905
1.0811,1.039,0.9905,0.9414
1.039,0.9905,0.9414,0.8958
0.9905,0.9414,0.8958,0.8563
0.9414,0.8958,0.8563,0.8239
0.8958,0.8563,0.8239,0.7987
0.8563,0.8239,0.7987,0.7796
0.8239,0.7987,0.7796,0.7649
0.7987,0.7796,0.7649,0.7524
0.7796,0.7649,0.7524,0.74
0.7649,0.7524,0.74,0.7263
0.7524,0.74,0.7263,0.7106
0.74,0.7263,0.7106,0.6933
0.7263,0.7106,0.6933,0.6758
0.7106,0.6933,0.6758,0.6608
0.6933,0.6758,0.6608,0.6522
0.6758,0.6608,0.6522,0.655
0.6608,0.6522,0.655,0.6738
0.6522,0.655,0.6738,0.7102
0.655,0.6738,0.7102,0.7609
0.6738,0.7102,0.7609,0.8192
0.7102,0.7609,0.8192,0.8786
0.7609,0.8192,0.8786,0.9348
0.8192,0.8786,0.9348,0.9858
0.8786,0.9348,0.9858,1.0312
0.9348,0.9858,1.0312,1.0712
0.9858,1.0312,1.0712,1.1063
1.0312,1.0712,1.1063,1.1367
1.0712,1.1063,1.1367,1.1626
1.1063,1.1367,1.1626,1.1839
1.1367,1.1626,1.1839,1.2007
1.1626,1.1839,1.2007,1.2132
1.1839,1.2007,1.2132,1.222
1.2007,1.2132,1.222,1.2284
1.2132,1.222,1.2284,1.2347
1.222,1.2284,1.2347,1.2434
1.2284,1.2347,1.2434,1.2566
1.2347,1.2434,1.2566,1.2738
1.2434,1.2566,1.2738,1.2906
1.2566,1.2738,1.2906,1.2995
1.2738,1.2906,1.2995,1.2934
1.2906,1.2995,1.2934,1.2697
1.2995,1.2934,1.2697,1.2301
1.2934,1.2697,1.2301,1.1788
1.2697,1.2301,1.1788,1.12
1.2301,1.1788,1.12,1.0574
1.1788,1.12,1.0574,0.9938
1.12,1.0574,0.9938,0.9314
1.0574,0.9938,0.9314,0.8715
0.9938,0.9314,0.8715,0.815
0.9314,0.8715,0.815,0.7625
0.8715,0.815,0.7625,0.7141
0.815,0.7625,0.7141,0.6694
0.7625,0.7141,0.6694,0.6278
0.7141,0.6694,0.6278,0.5883
0.6694,0.6278,0.5883,0.5503
0.6278,0.5883,0.5503,0.5139
0.5883,0.5503,0.5139,0.4802
0.5503,0.5139,0.4802,0.4505
0.5139,0.4802,0.4505,0.4268
0.4802,0.4505,0.4268,0.4117
0.4505,0.4268,0.4117,0.4087
0.4268,0.4117,0.4087,0.4224
0.4117,0.4087,0.4224,0.4571
0.4087,0.4224,0.4571,0.5139
0.4224,0.4571,0.5139,0.5874
0.4571,0.5139,0.5874,0.6678
0.5139,0.5874,0.6678,0.7454
0.5874,0.6678,0.7454,0.8139
0.6678,0.7454,0.8139,0.8706
0.7454,0.8139,0.8706,0.915
0.8139,0.8706,0.915,0.9479
0.8706,0.915,0.9479,0.9702
0.915,0.9479,0.9702,0.983
0.9479,0.9702,0.983,0.9873
0.9702,0.983,0.9873,0.9845
0.983,0.9873,0.9845,0.9761
0.9873,0.9845,0.9761,0.9638
0.9845,0.9761,0.9638,0.9497
0.9761,0.9638,0.9497,0.9365
0.9638,0.9497,0.9365,0.9273
0.9497,0.9365,0.9273,0.926
0.9365,0.9273,0.926,0.936
0.9273,0.926,0.936,0.9593
0.926,0.936,0.9593,0.9946
0.936,0.9593,0.9946,1.0367
0.9593,0.9946,1.0367,1.0774
0.9946,1.0367,1.0774,1.1089
1.0367,1.0774,1.1089,1.1277
1.0774,1.1089,1.1277,1.1345
1.1089,1.1277,1.1345,1.1326
1.1277,1.1345,1.1326,1.126
1.1345,1.1326,1.126,1.1184
1.1326,1.126,1.1184,1.1127
1.126,1.1184,1.1127,1.1108
1.1184,1.1127,1.1108,1.1137
1.1127,1.1108,1.1137,1.1213
1.1108,1.1137,1.1213,1.1325
1.1137,1.1213,1.1325,1.1454
1.1213,1.1325,1.1454,1.1574
1.1325,1.1454,1.1574,1.1651
1.1454,1.1574,1.1651,1.1642
1.1574,1.1651,1.1642,1.1499
1.1651,1.1642,1.1499,1.1201
1.1642,1.1499,1.1201,1.0774
1.1499,1.1201,1.0774,1.0278
1.1201,1.0774,1.0278,0.9772
1.0774,1.0278,0.9772,0.9295
1.0278,0.9772,0.9295,0.8872
0.9772,0.9295,0.8872,0.8511
0.9295,0.8872,0.8511,0.8211
0.8872,0.8511,0.8211,0.7959
0.8511,0.8211,0.7959,0.7739
0.8211,0.7959,0.7739,0.7531
0.7959,0.7739,0.7531,0.7319
0.7739,0.7531,0.7319,0.7094
0.7531,0.7319,0.7094,0.6853
0.7319,0.7094,0.6853,0.6603
0.7094,0.6853,0.6603,0.6358
0.6853,0.6603,0.6358,0.614
0.6603,0.6358,0.614,0.5982
0.6358,0.614,0.5982,0.5929
0.614,0.5982,0.5929,0.603
0.5982,0.5929,0.603,0.6315
0.5929,0.603,0.6315,0.6773
0.603,0.6315,0.6773,0.7351
0.6315,0.6773,0.7351,0.7979
0.6773,0.7351,0.7979,0.86
0.7351,0.7979,0.86,0.9181
0.7979,0.86,0.9181,0.9707
0.86,0.9181,0.9707,1.0173
0.9181,0.9707,1.0173,1.0578
0.9707,1.0173,1.0578,1.0922
1.0173,1.0578,1.0922,1.1204
1.0578,1.0922,1.1204,1.1424
1.0922,1.1204,1.1424,1.1582
1.1204,1.1424,1.1582,1.1682
1.1424,1.1582,1.1682,1.1733
1.1582,1.1682,1.1733,1.1749
1.1682,1.1733,1.1749,1.1754
1.1733,1.1749,1.1754,1.1777
1.1749,1.1754,1.1777,1.185
1.1754,1.1777,1.185,1.1993
1.1777,1.185,1.1993,1.2199
1.185,1.1993,1.2199,1.2424
1.1993,1.2199,1.2424,1.259
1.2199,1.2424,1.259,1.2619
1.2424,1.259,1.2619,1.2471
1.259,1.2619,1.2471,1.2154
1.2619,1.2471,1.2154,1.1707
1.2471,1.2154,1.1707,1.1176
1.2154,1.1707,1.1176,1.0603
1.1707,1.1176,1.0603,1.002
1.1176,1.0603,1.002,0.9452
1.0603,1.002,0.9452,0.8914
1.002,0.9452,0.8914,0.8417
0.9452,0.8914,0.8417,0.7966
0.8914,0.8417,0.7966,0.7559
0.8417,0.7966,0.7559,0.7187
0.7966,0.7559,0.7187,0.6835
0.7559,0.7187,0.6835,0.6487
0.7187,0.6835,0.6487,0.6132
0.6835,0.6487,0.6132,0.5773
0.6487,0.6132,0.5773,0.5424
0.6132,0.5773,0.5424,0.5106
0.5773,0.5424,0.5106,0.4842
0.5424,0.5106,0.4842,0.466
0.5106,0.4842,0.466,0.4595
0.4842,0.466,0.4595,0.4689
0.466,0.4595,0.4689,0.4979
0.4595,0.4689,0.4979,0.5473
0.4689,0.4979,0.5473,0.613
0.4979,0.5473,0.613,0.6871
0.5473,0.613,0.6871,0.7612
0.613,0.6871,0.7612,0.8295
0.6871,0.7612,0.8295,0.8891
0.7612,0.8295,0.8891,0.9388
0.8295,0.8891,0.9388,0.9786
0.8891,0.9388,0.9786,1.0088
0.9388,0.9786,1.0088,1.0296
0.9786,1.0088,1.0296,1.0416
1.0088,1.0296,1.0416,1.0457
1.0296,1.0416,1.0457,1.0431
1.0416,1.0457,1.0431,1.0356
1.0457,1.0431,1.0356,1.0252
1.0431,1.0356,1.0252,1.0145
1.0356,1.0252,1.0145,1.0068
1.0252,1.0145,1.0068,1.0056
1.0145,1.0068,1.0056,1.0142
1.0068,1.0056,1.0142,1.0345
1.0056,1.0142,1.0345,1.0653
1.0142,1.0345,1.0653,1.1017
1.0345,1.0653,1.1017,1.1353
1.0653,1.1017,1.1353,1.1576
1.1017,1.1353,1.1576,1.1644
1.1353,1.1576,1.1644,1.1564
1.1576,1.1644,1.1564,1.1372
1.1644,1.1564,1.1372,1.1115
1.1564,1.1372,1.1115,1.0836
1.1372,1.1115,1.0836,1.0568
1.1115,1.0836,1.0568,1.0337
1.0836,1.0568,1.0337,1.016
1.0568,1.0337,1.016,1.0042
1.0337,1.016,1.0042,0.9979
1.016,1.0042,0.9979,0.9954
1.0042,0.9979,0.9954,0.9936
0.9979,0.9954,0.9936,0.9885
0.9954,0.9936,0.9885,0.9757
0.9936,0.9885,0.9757,0.952
0.9885,0.9757,0.952,0.9174
0.9757,0.952,0.9174,0.8755
0.952,0.9174,0.8755,0.8315
0.9174,0.8755,0.8315,0.7901
0.8755,0.8315,0.7901,0.7549
0.8315,0.7901,0.7549,0.7287
0.7901,0.7549,0.7287,0.7132
0.7549,0.7287,0.7132,0.7089
0.7287,0.7132,0.7089,0.7152
0.7132,0.7089,0.7152,0.7301
0.7089,0.7152,0.7301,0.7506
0.7152,0.7301,0.7506,0.7739
0.7301,0.7506,0.7739,0.7973
0.7506,0.7739,0.7973,0.8194
0.7739,0.7973,0.8194,0.84
0.7973,0.8194,0.84,0.8606
0.8194,0.84,0.8606,0.8841
0.84,0.8606,0.8841,0.9138
0.8606,0.8841,0.9138,0.9514
0.8841,0.9138,0.9514,0.9947
0.9138,0.9514,0.9947,1.0388
0.9514,0.9947,1.0388,1.0793
0.9947,1.0388,1.0793,1.1138
1.0388,1.0793,1.1138,1.1423
1.0793,1.1138,1.1423,1.166
1.1138,1.1423,1.166,1.1868
1.1423,1.166,1.1868,1.2063
1.166,1.1868,1.2063,1.2257
1.1868,1.2063,1.2257,1.2452
1.2063,1.2257,1.2452,1.2644
1.2257,1.2452,1.2644,1.2824
1.2452,1.2644,1.2824,1.2984
1.2644,1.2824,1.2984,1.3116
1.2824,1.2984,1.3116,1.3212
1.2984,1.3116,1.3212,1.326
1.3116,1.3212,1.326,1.3234
1.3212,1.326,1.3234,1.3094
1.326,1.3234,1.3094,1.2806
1.3234,1.3094,1.2806,1.2369
1.3094,1.2806,1.2369,1.1818
1.2806,1.2369,1.1818,1.1202
1.2369,1.1818,1.1202,1.0559
1.1818,1.1202,1.0559,0.9916
1.1202,1.0559,0.9916,0.9287
1.0559,0.9916,0.9287,0.8679
0.9916,0.9287,0.8679,0.8094
0.9287,0.8679,0.8094,0.7535
0.8679,0.8094,0.7535,0.7002
0.8094,0.7535,0.7002,0.6499
0.7535,0.7002,0.6499,0.6027
0.7002,0.6499,0.6027,0.5588
0.6499,0.6027,0.5588,0.5183
0.6027,0.5588,0.5183,0.4814
0.5588,0.5183,0.4814,0.4484
0.5183,0.4814,0.4484,0.4201
0.4814,0.4484,0.4201,0.398
0.4484,0.4201,0.398,0.3846
0.4201,0.398,0.3846,0.3836
0.398,0.3846,0.3836,0.3997
0.3846,0.3836,0.3997,0.4373
0.3836,0.3997,0.4373,0.4969
0.3997,0.4373,0.4969,0.5729
0.4373,0.4969,0.5729,0.6553
0.4969,0.5729,0.6553,0.7342
0.5729,0.6553,0.7342,0.8031
0.6553,0.7342,0.8031,0.859
0.7342,0.8031,0.859,0.9014
0.8031,0.859,0.9014,0.931
0.859,0.9014,0.931,0.9493
0.9014,0.931,0.9493,0.9579
0.931,0.9493,0.9579,0.9583
0.9493,0.9579,0.9583,0.9521
0.9579,0.9583,0.9521,0.9409
0.9583,0.9521,0.9409,0.9264
0.9521,0.9409,0.9264,0.9107
0.9409,0.9264,0.9107,0.8963
0.9264,0.9107,0.8963,0.8866
0.9107,0.8963,0.8866,0.8854
0.8963,0.8866,0.8854,0.8961
0.8866,0.8854,0.8961,0.9206
0.8854,0.8961,0.9206,0.9577
0.8961,0.9206,0.9577,1.0024
0.9206,0.9577,1.0024,1.0467
0.9577,1.0024,1.0467,1.083
1.0024,1.0467,1.083,1.1078
1.0467,1.083,1.1078,1.1221
1.083,1.1078,1.1221,1.129
1.1078,1.1221,1.129,1.1322
1.1221,1.129,1.1322,1.1349
1.129,1.1322,1.1349,1.1395
1.1322,1.1349,1.1395,1.1474
1.1349,1.1395,1.1474,1.1591
1.1395,1.1474,1.1591,1.174
1.1474,1.1591,1.174,1.1909
1.1591,1.174,1.1909,1.2082
1.174,1.1909,1.2082,1.224
1.1909,1.2082,1.224,1.236
1.2082,1.224,1.236,1.2405
1.224,1.236,1.2405,1.2326
1.236,1.2405,1.2326,1.2084
1.2405,1.2326,1.2084,1.1687
1.2326,1.2084,1.1687,1.1191
1.2084,1.1687,1.1191,1.0657
1.1687,1.1191,1.0657,1.013
1.1191,1.0657,1.013,0.9634
1.0657,1.013,0.9634,0.9178
1.013,0.9634,0.9178,0.876
0.9634,0.9178,0.876,0.837
0.9178,0.876,0.837,0.7996
0.876,0.837,0.7996,0.7628
0.837,0.7996,0.7628,0.7258
0.7996,0.7628,0.7258,0.6886
0.7628,0.7258,0.6886,0.6514
0.7258,0.6886,0.6514,0.6149
0.6886,0.6514,0.6149,0.5799
0.6514,0.6149,0.5799,0.5477
0.6149,0.5799,0.5477,0.52
0.5799,0.5477,0.52,0.4996
0.5477,0.52,0.4996,0.4903
0.52,0.4996,0.4903,0.4961
0.4996,0.4903,0.4961,0.5203
0.4903,0.4961,0.5203,0.563
0.4961,0.5203,0.563,0.6208
0.5203,0.563,0.6208,0.6876
0.563,0.6208,0.6876,0.7572
0.6208,0.6876,0.7572,0.8247
0.6876,0.7572,0.8247,0.8867
0.7572,0.8247,0.8867,0.9411
0.8247,0.8867,0.9411,0.9865
0.8867,0.9411,0.9865,1.0223
0.9411,0.9865,1.0223,1.0486
0.9865,1.0223,1.0486,1.0658
1.0223,1.0486,1.0658,1.0747
1.0486,1.0658,1.0747,1.0765
1.0658,1.0747,1.0765,1.0727
1.0747,1.0765,1.0727,1.0653
1.0765,1.0727,1.0653,1.0568
1.0727,1.0653,1.0568,1.0503
1.0653,1.0568,1.0503,1.0492
1.0568,1.0503,1.0492,1.0565
1.0503,1.0492,1.0565,1.074
1.0492,1.0565,1.074,1.1009
1.0565,1.074,1.1009,1.1334
1.074,1.1009,1.1334,1.164
1.1009,1.1334,1.164,1.184
1.1334,1.164,1.184,1.1874
1.164,1.184,1.1874,1.174
1.184,1.1874,1.174,1.1476
1.1874,1.174,1.1476,1.1133
1.174,1.1476,1.1133,1.0757
1.1476,1.1133,1.0757,1.0385
1.1133,1.0757,1.0385,1.0043
1.0757,1.0385,1.0043,0.975
1.0385,1.0043,0.975,0.9514
1.0043,0.975,0.9514,0.9335
0.975,0.9514,0.9335,0.9199
0.9514,0.9335,0.9199,0.9081
0.9335,0.9199,0.9081,0.8946
0.9199,0.9081,0.8946,0.8758
0.9081,0.8946,0.8758,0.8491
0.8946,0.8758,0.8491,0.8146
0.8758,0.8491,0.8146,0.775
0.8491,0.8146,0.775,0.7344
0.8146,0.775,0.7344,0.6971
0.775,0.7344,0.6971,0.6667
0.7344,0.6971,0.6667,0.6463
0.6971,0.6667,0.6463,0.6384
0.6667,0.6463,0.6384,0.6445
0.6463,0.6384,0.6445,0.6645
0.6384,0.6445,0.6645,0.6963
0.6445,0.6645,0.6963,0.7364
0.6645,0.6963,0.7364,0.7811
0.6963,0.7364,0.7811,0.8272
0.7364,0.7811,0.8272,0.8728
0.7811,0.8272,0.8728,0.917
0.8272,0.8728,0.917,0.96
0.8728,0.917,0.96,1.0024
0.917,0.96,1.0024,1.0443
0.96,1.0024,1.0443,1.0842
1.0024,1.0443,1.0842,1.1195
1.0443,1.0842,1.1195,1.148
1.0842,1.1195,1.148,1.1689
1.1195,1.148,1.1689,1.1831
1.148,1.1689,1.1831,1.1924
1.1689,1.1831,1.1924,1.1994
1.1831,1.1924,1.1994,1.2068
1.1924,1.1994,1.2068,1.2168
1.1994,1.2068,1.2168,1.2307
1.2068,1.2168,1.2307,1.2483
1.2168,1.2307,1.2483,1.2675
1.2307,1.2483,1.2675,1.2846
1.2483,1.2675,1.2846,1.2951
1.2675,1.2846,1.2951,1.2947
1.2846,1.2951,1.2947,1.2806
1.2951,1.2947,1.2806,1.2516
1.2947,1.2806,1.2516,1.2086
1.2806,1.2516,1.2086,1.1546
1.2516,1.2086,1.1546,1.0939
1.2086,1.1546,1.0939,1.0307
1.1546,1.0939,1.0307,0.9682
1.0939,1.0307,0.9682,0.9085
1.0307,0.9682,0.9085,0.8527
0.9682,0.9085,0.8527,0.8009
0.9085,0.8527,0.8009,0.7528
0.8527,0.8009,0.7528,0.7075
0.8009,0.7528,0.7075,0.6642
0.7528,0.7075,0.6642,0.6223
0.7075,0.6642,0.6223,0.5817
0.6642,0.6223,0.5817,0.5429
0.6223,0.5817,0.5429,0.5068
0.5817,0.5429,0.5068,0.4743
0.5429,0.5068,0.4743,0.4468
0.5068,0.4743,0.4468,0.4261
0.4743,0.4468,0.4261,0.4151
0.4468,0.4261,0.4151,0.4179
0.4261,0.4151,0.4179,0.4395
0.4151,0.4179,0.4395,0.4832
0.4179,0.4395,0.4832,0.5472
0.4395,0.4832,0.5472,0.6239
0.4832,0.5472,0.6239,0.7032
0.5472,0.6239,0.7032,0.7774
0.6239,0.7032,0.7774,0.8419
0.7032,0.7774,0.8419,0.8949
0.7774,0.8419,0.8949,0.9361
0.8419,0.8949,0.9361,0.9659
0.8949,0.9361,0.9659,0.9851
0.9361,0.9659,0.9851,0.9949
0.9659,0.9851,0.9949,0.9967
0.9851,0.9949,0.9967,0.9918
0.9949,0.9967,0.9918,0.982
0.9967,0.9918,0.982,0.969
0.9918,0.982,0.969,0.9551
0.982,0.969,0.9551,0.9432
0.969,0.9551,0.9432,0.9368
0.9551,0.9432,0.9368,0.9397
0.9432,0.9368,0.9397,0.9549
0.9368,0.9397,0.9549,0.9831
0.9397,0.9549,0.9831,1.0214
0.9549,0.9831,1.0214,1.0631
0.9831,1.0214,1.0631,1.0996
1.0214,1.0631,1.0996,1.1243
1.0631,1.0996,1.1243,1.1353
1.0996,1.1243,1.1353,1.1349
1.1243,1.1353,1.1349,1.1273
1.1353,1.1349,1.1273,1.1166
1.1349,1.1273,1.1166,1.1063
1.1273,1.1166,1.1063,1.0989
1.1166,1.1063,1.0989,1.0961
1.1063,1.0989,1.0961,1.0985
1.0989,1.0961,1.0985,1.1057
1.0961,1.0985,1.1057,1.1163
1.0985,1.1057,1.1163,1.1279
1.1057,1.1163,1.1279,1.1374
1.1163,1.1279,1.1374,1.1408
1.1279,1.1374,1.1408,1.1334
1.1374,1.1408,1.1334,1.1114
1.1408,1.1334,1.1114,1.075
1.1334,1.1114,1.075,1.0289
1.1114,1.075,1.0289,0.9792
1.075,1.0289,0.9792,0.9311
1.0289,0.9792,0.9311,0.8879
0.9792,0.9311,0.8879,0.8514
0.9311,0.8879,0.8514,0.8219
0.8879,0.8514,0.8219,0.7988
0.8514,0.8219,0.7988,0.7805
0.8219,0.7988,0.7805,0.765
0.7988,0.7805,0.765,0.7502
0.7805,0.765,0.7502,0.7344
0.765,0.7502,0.7344,0.7167
0.7502,0.7344,0.7167,0.6971
0.7344,0.7167,0.6971,0.6766
0.7167,0.6971,0.6766,0.6571
0.6971,0.6766,0.6571,0.6418
0.6766,0.6571,0.6418,0.635
0.6571,0.6418,0.635,0.6417
0.6418,0.635,0.6417,0.6659
0.635,0.6417,0.6659,0.7075
0.6417,0.6659,0.7075,0.7618
